Edad;SEXO;ALERTASROJAS;ALERTASNARANJAS;ALERTASACADEMICAS;ALERTASMANUALES;CAL.PSICOSOCIAL;CAL.FAMILIAR;CAL.SOCIECONOMICO;CAL.ACADEMICO;CRÉDITOS REPROBADOS;CRÉDITOS APROBADOS;CRÉDITOS CANCELADOS;CREDITOS INTENTADOS;PROMEDIO GLOBAL;ULTIMO ESTADO ACADÉMICO;APOYOS ECONÓMICO EN MATRICULA;APOYO INSTITUCIONAL;DESERSIÓN
18;F;2;11;0;0;6,19;2,56;5,26;6,06;0;13;3;16;3,44;Estado académico normal;SI;SI;NO
24;M;2;10;0;0;5,15;0;7,89;4,55;0;33;0;33;4,16030303;Estado académico normal;NO;NO;NO
19;M;2;7;0;0;1,03;5,13;7,89;3,03;12;9;8;29;2,982857143;Advertencia académica;SI;SI;NO
19;M;2;15;0;0;4,12;5,13;7,89;10,61;3;41;6;50;3,969772727;Estado académico normal;SI;NO;SI
19;F;2;11;0;0;1,03;2,56;14,47;3,03;6;98;0;104;3,737596154;Estado académico normal;NO;NO;NO
18;M;2;10;0;0;4,12;7,69;5,26;4,55;16;8;6;30;2,790416667;Suspensión académica;NO;SI;SI
18;M;2;7;0;0;8,25;10,26;14,47;4,55;22;21;5;48;2,904418605;Suspensión académica;SI;SI;SI
20;M;2;12;0;0;3,09;5,13;9,21;6,06;28;48;21;97;2,966710526;Primer reingreso;NO;SI;SI
23;M;2;11;0;0;0;2,56;13,16;6,06;2;92;3;97;3,912659574;Estado académico normal;SI;SI;NO
19;F;2;11;0;0;5,15;0;9,21;4,55;3;42;9;54;3,608666667;Estado académico normal;NO;NO;NO
17;M;2;18;0;0;8,25;12,82;6,58;6,06;4;3;9;16;3,044285714;Estado académico normal;NO;SI;NO
17;M;2;13;0;0;4,12;2,56;7,89;9,09;7;3;6;16;2,484;Advertencia académica;NO;SI;NO
18;F;2;11;0;0;5,15;5,13;1,32;10,61;6;7;3;16;2,896153846;Advertencia académica;SI;SI;NO
19;F;1;7;0;0;2,06;2,56;3,95;4,55;3;28;0;31;3,390322581;Estado académico normal;NO;NO;NO
18;M;1;15;0;0;3,09;2,56;9,21;9,09;0;49;0;49;4,140204082;Estado académico normal;NO;NO;NO
18;M;1;7;0;0;0;2,56;7,89;3,03;0;16;0;16;4,515625;Estado académico normal;SI;SI;NO
18;M;1;10;0;0;2,06;5,13;7,89;3,03;4;11;0;15;3,554;Estado académico normal;SI;NO;NO
19;M;1;5;0;0;0;7,69;3,95;1,52;3;42;0;45;3,716444444;Estado académico normal;NO;NO;NO
20;M;1;10;0;0;3,09;0;9,21;3,03;6;10;0;16;3,43;Estado académico normal;NO;SI;NO
19;F;1;9;0;0;0;5,13;3,95;9,09;6;10;3;19;3,184375;Estado académico normal;SI;SI;NO
19;M;1;13;0;0;5,15;0;5,26;9,09;0;16;0;16;3,39;Estado académico normal;NO;SI;NO
22;M;1;9;0;0;1,03;0;3,95;10,61;0;17;16;33;3,625882353;Estado académico normal;NO;SI;SI
19;M;1;8;0;0;3,09;7,69;1,32;4,55;0;16;0;16;3,950625;Estado académico normal;SI;SI;NO
21;M;1;6;0;0;1,03;0;5,26;4,55;14;10;6;30;3,120833333;Estado académico normal;SI;NO;NO
19;M;1;5;0;0;1,03;7,69;2,63;1,52;6;22;3;31;3,285357143;Estado académico normal;NO;SI;NO
17;F;1;12;0;0;2,06;7,69;2,63;10,61;8;14;5;27;3,332272727;Advertencia académica;SI;SI;NO
19;M;1;7;0;0;2,06;0;6,58;3,03;20;22;3;45;3,017857143;Primer reingreso;SI;NO;SI
19;M;1;9;0;0;0;0;0;0;8;6;27;41;2,115714286;Segunda suspensión académica;NO;NO;SI
18;F;1;3;0;0;0;0;3,95;3,03;3;40;0;43;3,677209302;Estado académico normal;NO;NO;NO
18;M;1;6;0;0;2,06;0;0;9,09;6;7;3;16;2,98;Advertencia académica;SI;SI;NO
18;M;1;5;0;0;1,03;0;3,95;4,55;6;22;4;32;3,181785714;Advertencia académica;SI;NO;NO
19;M;1;4;0;0;0;0;0;0;0;16;0;16;3,748125;Estado académico normal;NO;NO;SI
18;M;1;12;0;0;3,09;7,69;2,63;9,09;0;25;5;30;3,3736;Estado académico normal;SI;SI;NO
18;F;1;3;0;0;0;0;0;0;0;49;0;49;4,036530612;Estado académico normal;NO;NO;NO
18;F;1;15;0;0;7,22;7,69;3,95;6,06;0;16;0;16;4,599375;Estado académico normal;SI;SI;NO
18;M;1;9;0;0;4,12;0;3,95;6,06;5;27;0;32;3,7546875;Estado académico normal;SI;NO;SI
18;F;1;12;0;0;5,15;2,56;9,21;1,52;0;6;3;9;4,028333333;Estado académico normal;NO;SI;NO
17;F;1;7;0;0;0;7,69;6,58;1,52;0;16;0;16;4,046875;Estado académico normal;NO;SI;NO
18;M;1;13;0;0;6,19;0;6,58;6,06;0;16;0;16;3,83;Estado académico normal;NO;SI;NO
17;M;0;6;0;0;1,03;2,56;2,63;3,03;0;16;0;16;3,678125;Estado académico normal;SI;SI;NO
21;M;0;14;0;0;3,09;5,13;2,63;10,61;0;36;12;48;3,827777778;Estado académico normal;NO;NO;NO
20;M;0;10;0;0;3,09;0;5,26;4,55;2;27;3;32;3,802758621;Estado académico normal;SI;NO;NO
19;M;0;2;0;0;2,06;7,69;14,47;1,52;0;32;0;32;4,049375;Estado académico normal;NO;NO;NO
19;F;0;6;0;0;0;5,13;3,95;1,52;0;32;0;32;3,5696875;Estado académico normal;NO;NO;NO
18;M;0;6;0;0;1,03;2,56;3,95;1,52;0;16;0;16;4,356875;Estado académico normal;SI;SI;NO
18;M;0;5;0;0;7,22;12,82;17,11;0;0;17;0;17;3,841764706;Estado académico normal;SI;SI;NO
17;M;0;6;0;0;1,03;5,13;1,32;3,03;0;10;6;16;3,513;Estado académico normal;NO;SI;NO
17;M;0;5;0;0;7,22;12,82;17,11;0;0;16;0;16;4,191875;Estado académico normal;SI;SI;NO
19;M;0;6;0;0;0;0;0;0;0;49;0;49;4,663061224;Estado académico normal;SI;NO;NO
17;F;0;6;0;0;1,03;5,13;1,32;3,03;0;16;0;16;3,73625;Estado académico normal;NO;SI;NO
20;M;0;9;0;0;0;5,13;6,58;3,03;5;23;16;44;3,14;Advertencia académica;NO;NO;NO
18;M;0;9;0;0;4,12;2,56;3,95;1,52;0;49;0;49;3,890204082;Estado académico normal;NO;NO;NO
18;M;0;6;0;0;2,06;7,69;14,47;1,52;0;36;0;36;3,692777778;Estado académico normal;NO;NO;NO
18;M;0;8;0;0;1,03;2,56;5,26;3,03;6;7;3;16;3,206153846;Estado académico normal;NO;SI;NO
17;M;0;13;0;0;1,03;0;9,21;7,58;0;13;3;16;3,78;Estado académico normal;NO;SI;NO
37;M;23;25;0;0;15,46;56,41;32,89;13,64;3;83;30;116;3,69744186;Estado académico normal;SI;SI;NO
21;F;12;27;0;0;13,4;23,08;21,05;19,7;3;152;15;170;3,942451613;Estado académico normal;SI;NO;NO
17;M;9;15;0;0;9,28;17,95;15,79;7,58;1;2;0;3;2,95;Estado académico normal;SI;NO;NO
20;M;9;15;0;0;8,25;12,82;21,05;6,06;8;58;17;83;3,582272727;Advertencia académica;SI;SI;NO
19;M;8;18;0;0;6,19;2,56;14,47;13,64;8;38;8;54;3,577391304;Estado académico normal;SI;SI;NO
22;F;8;9;0;0;1,03;20,51;14,47;7,58;21;31;3;55;3,245576923;Estado académico normal;SI;SI;NO
20;F;6;11;0;0;3,09;12,82;13,16;7,58;0;46;6;52;3,740217391;Estado académico normal;SI;SI;NO
18;F;4;9;0;0;5,15;5,13;11,84;1,52;0;46;3;49;3,876086957;Estado académico normal;SI;SI;NO
20;F;3;6;0;0;2,06;7,69;5,26;4,55;4;12;9;25;3,380625;Advertencia académica;NO;SI;SI
22;F;3;8;0;0;0;2,56;10,53;7,58;11;135;0;146;3,938835616;Estado académico normal;NO;SI;NO
18;M;3;16;0;0;2,06;15,38;9,21;10,61;0;15;0;15;3,794;Estado académico normal;NO;NO;NO
18;M;3;8;0;0;3,09;2,56;7,89;6,06;0;49;0;49;4,194285714;Estado académico normal;SI;NO;NO
19;M;2;14;0;0;8,25;2,56;6,58;6,06;3;17;0;20;3,7335;Estado académico normal;SI;SI;NO
22;M;2;14;0;0;2,06;12,82;5,26;10,61;5;19;3;27;3,505;Estado académico normal;NO;NO;NO
19;M;2;8;0;0;2,06;0;9,21;4,55;18;2;13;33;0,944;Segunda suspensión académica;NO;NO;NO
22;M;2;7;0;0;1,03;0;9,21;4,55;0;49;0;49;4,02244898;Estado académico normal;SI;NO;NO
18;M;2;9;0;0;2,06;0;5,26;10,61;6;35;6;47;3,674390244;Estado académico normal;NO;NO;NO
19;M;1;19;0;0;1,03;10,26;10,53;12,12;3;0;11;14;1,7;Advertencia académica;NO;NO;SI
18;F;0;6;0;0;0;2,56;5,26;1,52;0;50;0;50;4,231;Estado académico normal;NO;NO;NO
23;M;17;29;0;0;25,77;25,64;17,11;22,73;3;7;6;16;3,508;Estado académico normal;NO;SI;NO
22;M;16;21;0;0;20,62;28,21;14,47;16,67;3;7;17;27;2,376;Suspensión académica;NO;SI;SI
19;M;15;21;0;0;6,19;25,64;26,32;12,12;3;48;3;54;3,761764706;Estado académico normal;SI;SI;NO
19;F;15;24;0;0;11,34;33,33;23,68;18,18;0;14;3;17;4,193571429;Estado académico normal;SI;SI;NO
23;M;14;29;0;0;15,46;30,77;22,37;19,7;9;66;29;104;3,726;Estado académico normal;SI;SI;SI
19;F;13;30;0;0;9,28;28,21;27,63;22,73;11;45;38;94;3,741964286;Estado académico normal;SI;SI;NO
21;M;13;26;0;0;11,34;17,95;28,95;18,18;25;33;28;86;2,780862069;Suspensión académica;SI;SI;SI
22;M;12;24;0;0;13,4;20,51;18,42;19,7;3;24;3;30;3,989259259;Estado académico normal;SI;NO;NO
22;M;12;25;0;0;13,4;23,08;14,47;24,24;29;69;3;101;3,344387755;Estado académico normal;SI;SI;NO
20;M;12;15;0;0;7,22;17,95;15,79;19,7;2;15;17;34;3,197058824;Advertencia académica;NO;SI;NO
21;M;12;27;0;0;17,53;30,77;13,16;18,18;19;25;6;50;3,068181818;Advertencia académica;SI;SI;NO
22;F;11;19;0;0;18,56;28,21;10,53;6,06;9;121;16;146;3,994538462;Estado académico normal;NO;SI;NO
20;F;11;20;0;0;7,22;20,51;23,68;13,64;3;96;2;101;3,777575758;Estado académico normal;SI;SI;NO
18;F;11;14;0;0;8,25;23,08;21,05;4,55;6;19;6;31;3,8632;Estado académico normal;SI;SI;NO
25;M;10;18;0;0;9,28;15,38;18,42;13,64;11;139;14;164;3,9636;Estado académico normal;NO;SI;NO
17;F;10;16;0;0;14,43;12,82;13,16;10,61;3;14;0;17;3,940588235;Estado académico normal;SI;SI;NO
20;M;10;25;0;0;21,65;5,13;6,58;25,76;14;0;0;14;0,959285714;Advertencia académica;NO;NO;SI
28;M;10;25;0;0;14,43;25,64;13,16;16,67;3;13;13;29;3,806875;Estado académico normal;NO;NO;SI
21;F;9;24;0;0;5,15;17,95;13,16;13,64;20;63;16;99;3,406024096;Segundo reingreso;SI;SI;NO
19;M;9;14;0;0;8,25;17,95;14,47;9,09;2;6;9;17;3,4375;Estado académico normal;SI;SI;SI
18;M;9;11;0;0;11,34;17,95;10,53;4,55;1;54;0;55;3,718909091;Estado académico normal;SI;NO;NO
20;M;9;17;0;0;14,43;10,26;13,16;10,61;23;49;27;99;3,215555556;Advertencia académica;SI;SI;NO
19;F;9;14;0;0;2,06;20,51;19,74;10,61;6;75;6;87;3,892716049;Estado académico normal;SI;SI;NO
21;M;9;18;0;0;14,43;23,08;6,58;12,12;2;5;10;17;3,33;Estado académico normal;NO;SI;SI
19;M;9;21;0;0;16,49;15,38;11,84;12,12;9;35;3;47;3,318409091;Estado académico normal;NO;SI;NO
22;F;9;26;0;0;19,59;17,95;14,47;10,61;8;62;9;79;3,606285714;Estado académico normal;SI;SI;NO
20;F;8;18;0;0;7,22;25,64;11,84;12,12;6;71;3;80;3,672727273;Estado académico normal;SI;SI;NO
20;M;8;9;0;0;5,15;5,13;15,79;9,09;0;11;22;33;3,766363636;Estado académico normal;SI;NO;SI
19;M;8;24;0;0;6,19;20,51;14,47;22,73;5;32;9;46;3,816486486;Estado académico normal;SI;SI;NO
18;M;8;14;0;0;4,12;23,08;17,11;6,06;3;51;0;54;3,965;Estado académico normal;SI;NO;NO
19;M;8;11;0;0;4,12;17,95;14,47;7,58;0;85;0;85;4,273529412;Estado académico normal;SI;SI;NO
19;F;8;20;0;0;12,37;20,51;10,53;12,12;3;40;0;43;3,969302326;Estado académico normal;NO;NO;NO
20;F;8;17;0;0;8,25;12,82;17,11;10,61;0;100;3;103;4,2185;Estado académico normal;SI;SI;NO
19;F;7;21;0;0;11,34;17,95;13,16;10,61;0;9;8;17;4,311111111;Estado académico normal;NO;SI;SI
18;F;7;12;0;0;10,31;5,13;13,16;7,58;3;38;3;44;4,071463415;Estado académico normal;SI;NO;SI
19;M;7;15;0;0;3,09;5,13;21,05;12,12;0;66;15;81;4,087575758;Estado académico normal;NO;SI;NO
18;M;7;19;0;0;7,22;15,38;17,11;10,61;3;38;6;47;3,582195122;Estado académico normal;SI;NO;NO
21;M;7;16;0;0;7,22;12,82;15,79;9,09;0;131;11;142;4,040152672;Estado académico normal;SI;SI;NO
19;F;6;16;0;0;10,31;12,82;10,53;7,58;0;2;0;2;4,94;Estado académico normal;SI;NO;NO
19;M;6;16;0;0;13,4;7,69;3,95;13,64;5;9;3;17;2,772142857;Advertencia académica;NO;SI;SI
19;M;6;12;0;0;9,28;7,69;13,16;3,03;6;34;12;52;3,3685;Advertencia académica;SI;SI;NO
22;F;6;13;0;0;3,09;7,69;15,79;10,61;9;87;6;102;3,880729167;Estado académico normal;SI;SI;NO
21;M;6;13;0;0;6,19;10,26;14,47;6,06;21;101;9;131;3,433770492;Estado académico normal;SI;SI;NO
20;F;6;21;0;0;4,12;20,51;17,11;12,12;14;113;13;140;3,67519685;Primer reingreso;SI;SI;NO
17;M;6;24;0;0;10,31;12,82;10,53;19,7;0;11;6;17;4,109090909;Estado académico normal;NO;SI;NO
17;M;6;24;0;0;10,31;17,95;10,53;16,67;3;11;3;17;3,451428571;Estado académico normal;NO;SI;NO
20;F;6;20;0;0;4,12;23,08;13,16;13,64;6;59;9;74;3,556615385;Estado académico normal;SI;SI;NO
19;M;5;12;0;0;8,25;7,69;6,58;9,09;0;34;0;34;4,120588235;Estado académico normal;SI;NO;NO
17;M;5;15;0;0;10,31;7,69;7,89;9,09;0;11;6;17;4,141818182;Estado académico normal;SI;SI;NO
19;M;5;8;0;0;7,22;10,26;3,95;6,06;0;9;0;9;3,722222222;Estado académico normal;SI;NO;NO
17;M;5;12;0;0;5,15;10,26;7,89;10,61;0;24;0;24;3,992916667;Estado académico normal;SI;SI;NO
19;M;5;22;0;0;12,37;2,56;6,58;21,21;6;40;6;52;3,647391304;Estado académico normal;NO;NO;NO
16;M;5;17;0;0;13,4;5,13;11,84;4,55;0;17;0;17;3,728235294;Estado académico normal;SI;SI;NO
20;M;5;15;0;0;7,22;5,13;17,11;4,55;12;72;9;93;3,644285714;Estado académico normal;SI;NO;NO
18;M;5;21;0;0;11,34;17,95;10,53;7,58;25;12;24;61;2,214324324;Suspensión académica;SI;SI;SI
20;M;5;17;0;0;10,31;5,13;9,21;12,12;9;69;9;87;3,813461538;Estado académico normal;SI;SI;NO
19;M;5;22;0;0;10,31;17,95;15,79;4,55;3;26;3;32;3,322413793;Advertencia académica;NO;SI;NO
18;M;5;13;0;0;7,22;23,08;3,95;6,06;3;25;0;28;3,824285714;Estado académico normal;SI;SI;NO
18;M;5;14;0;0;9,28;12,82;5,26;9,09;0;11;25;36;4,110909091;Estado académico normal;SI;SI;NO
19;M;5;15;0;0;7,22;7,69;11,84;9,09;15;0;15;30;0,404666667;Advertencia académica;SI;NO;SI
21;M;5;14;0;0;7,22;0;2,63;22,73;12;33;6;51;3,109555556;Advertencia académica;NO;SI;NO
16;F;4;8;0;0;10,31;0;3,95;4,55;1;0;0;1;1;Estado académico normal;NO;NO;NO
18;M;4;8;0;0;8,25;2,56;7,89;1,52;0;17;0;17;3,601176471;Estado académico normal;SI;SI;NO
19;M;4;17;0;0;2,06;7,69;17,11;10,61;2;0;0;2;1,46;Estado académico normal;SI;NO;NO
19;M;4;15;0;0;7,22;10,26;3,95;13,64;3;43;3;49;3,68673913;Estado académico normal;NO;SI;SI
19;M;4;18;0;0;11,34;10,26;3,95;12,12;8;9;0;17;2,416470588;Advertencia académica;SI;NO;SI
19;M;4;14;0;0;6,19;7,69;9,21;9,09;0;15;0;15;4,017333333;Estado académico normal;NO;SI;NO
17;F;4;9;0;0;11,34;2,56;3,95;3,03;0;17;0;17;3,689411765;Estado académico normal;SI;SI;NO
18;M;4;12;0;0;5,15;10,26;13,16;1,52;0;17;0;17;3,718235294;Estado académico normal;SI;SI;NO
17;F;4;14;0;0;9,28;15,38;3,95;6,06;0;15;2;17;3,970666667;Estado académico normal;SI;SI;NO
18;M;4;7;0;0;4,12;23,08;1,32;1,52;2;15;0;17;3,548823529;Estado académico normal;SI;SI;NO
20;M;4;16;0;0;8,25;10,26;9,21;7,58;0;17;3;20;3,884117647;Estado académico normal;SI;SI;NO
19;F;4;14;0;0;3,09;10,26;11,84;9,09;6;43;0;49;3,906326531;Estado académico normal;SI;SI;NO
17;F;4;14;0;0;7,22;7,69;14,47;1,52;3;14;0;17;3,638823529;Estado académico normal;SI;NO;NO
17;M;4;14;0;0;5,15;15,38;6,58;9,09;0;17;0;17;3,966470588;Estado académico normal;SI;SI;NO
19;M;4;12;0;0;14,43;0;3,95;4,55;3;56;1;60;3,851864407;Estado académico normal;SI;NO;NO
17;M;4;7;0;0;7,22;0;6,58;4,55;4;17;3;24;3,447142857;Estado académico normal;SI;SI;NO
18;M;4;11;0;0;7,22;5,13;5,26;9,09;9;35;3;47;3,525454545;Estado académico normal;NO;NO;NO
21;M;4;16;0;0;7,22;5,13;17,11;3,03;23;89;3;115;3,463392857;Estado académico normal;SI;SI;NO
17;M;4;16;0;0;5,15;17,95;5,26;12,12;0;17;0;17;3,978235294;Estado académico normal;SI;SI;NO
20;M;4;18;0;0;6,19;15,38;9,21;10,61;0;17;3;20;3,864117647;Estado académico normal;SI;NO;NO
19;M;4;18;0;0;8,25;10,26;10,53;9,09;3;29;12;44;3,593125;Estado académico normal;SI;NO;NO
18;F;4;23;0;0;10,31;12,82;7,89;15,15;0;14;3;17;4,31;Estado académico normal;SI;SI;NO
18;M;4;14;0;0;6,19;15,38;7,89;6,06;0;17;0;17;3,662941176;Estado académico normal;NO;SI;NO
18;M;4;15;0;0;9,28;20,51;5,26;3,03;0;52;0;52;4,170384615;Estado académico normal;NO;NO;NO
20;M;4;18;0;0;4,12;28,21;7,89;7,58;2;17;6;25;3,462105263;Estado académico normal;SI;SI;NO
19;M;4;8;0;0;3,09;7,69;11,84;1,52;0;49;3;52;4,094489796;Estado académico normal;SI;NO;NO
17;M;4;13;0;0;8,25;17,95;5,26;3,03;0;17;0;17;3,392941176;Estado académico normal;SI;SI;NO
17;F;3;14;0;0;6,19;15,38;3,95;7,58;0;34;0;34;4,47;Estado académico normal;NO;NO;NO
19;F;3;5;0;0;1,03;2,56;9,21;3,03;12;36;0;48;3,61;Estado académico normal;SI;NO;SI
17;M;3;12;0;0;8,25;15,38;2,63;3,03;0;19;0;19;3,868947368;Estado académico normal;SI;SI;NO
29;M;3;8;0;0;0;0;0;0;0;55;3;58;4,172;Estado académico normal;NO;NO;NO
18;M;3;20;0;0;9,28;15,38;5,26;10,61;0;17;0;17;4,177647059;Estado académico normal;SI;SI;NO
17;M;3;10;0;0;2,06;5,13;14,47;1,52;0;14;3;17;3,875;Estado académico normal;SI;NO;NO
19;M;3;17;0;0;2,06;7,69;13,16;12,12;14;19;2;35;3,212121212;Estado académico normal;SI;NO;NO
20;M;3;28;0;0;16,49;7,69;6,58;15,15;27;5;18;50;1,2428125;Segunda suspensión académica;NO;SI;SI
18;M;3;9;0;0;4,12;7,69;7,89;3,03;0;18;11;29;4,237777778;Estado académico normal;SI;SI;NO
20;M;3;14;0;0;4,12;17,95;1,32;12,12;9;19;16;44;3,259285714;Estado académico normal;NO;NO;NO
19;F;3;13;0;0;9,28;10,26;3,95;4,55;0;17;0;17;3,607647059;Estado académico normal;SI;SI;NO
18;M;3;17;0;0;5,15;7,69;13,16;7,58;6;33;12;51;3,549487179;Estado académico normal;SI;NO;NO
18;F;3;18;0;0;9,28;7,69;7,89;9,09;6;40;3;49;3,58826087;Estado académico normal;SI;NO;NO
18;M;3;14;0;0;4,12;17,95;6,58;6,06;5;10;3;18;3,115333333;Estado académico normal;NO;NO;SI
19;M;3;13;0;0;8,25;5,13;5,26;7,58;0;52;0;52;4,0175;Estado académico normal;NO;NO;NO
18;M;3;15;0;0;6,19;10,26;9,21;6,06;3;46;0;49;3,907346939;Estado académico normal;SI;NO;NO
18;M;3;5;0;0;3,09;5,13;5,26;3,03;6;47;3;56;3,844150943;Estado académico normal;SI;NO;NO
19;M;3;22;0;0;12,37;5,13;2,63;18,18;0;9;8;17;3,944444444;Estado académico normal;NO;SI;NO
18;M;3;12;0;0;7,22;5,13;5,26;7,58;12;22;21;55;2,781176471;Advertencia académica;NO;NO;SI
20;M;3;13;0;0;3,09;2,56;9,21;12,12;5;27;21;53;3,39125;Advertencia académica;SI;NO;SI
17;F;3;23;0;0;10,31;2,56;6,58;19,7;3;23;0;26;3,723461538;Estado académico normal;SI;SI;NO
18;M;2;18;0;0;7,22;5,13;2,63;16,67;3;20;6;29;4,04;Estado académico normal;NO;NO;NO
17;F;2;22;0;0;6,19;12,82;10,53;10,61;0;17;3;20;3,998823529;Estado académico normal;SI;SI;NO
18;M;2;6;0;0;3,09;2,56;0;9,09;0;11;6;17;4,013636364;Estado académico normal;NO;SI;NO
17;M;2;12;0;0;4,12;7,69;9,21;3,03;0;11;6;17;4,558181818;Estado académico normal;SI;SI;NO
20;F;2;14;0;0;5,15;7,69;2,63;12,12;12;25;15;52;3,304324324;Estado académico normal;NO;SI;SI
19;M;2;10;0;0;4,12;0;7,89;6,06;6;50;9;65;3,668571429;Estado académico normal;NO;NO;NO
19;M;2;11;0;0;2,06;2,56;7,89;9,09;0;25;9;34;3,8876;Estado académico normal;NO;NO;NO
18;M;2;16;0;0;4,12;7,69;10,53;7,58;0;34;0;34;4,005;Estado académico normal;SI;NO;NO
18;M;2;12;0;0;8,25;2,56;3,95;6,06;0;17;0;17;3,615294118;Estado académico normal;NO;SI;NO
19;M;2;19;0;0;6,19;2,56;7,89;15,15;0;15;2;17;3,869333333;Estado académico normal;NO;SI;NO
18;M;2;16;0;0;5,15;10,26;6,58;9,09;3;11;6;20;3,357142857;Estado académico normal;NO;SI;NO
19;F;2;12;0;0;3,09;10,26;3,95;9,09;3;31;0;34;3,977941176;Estado académico normal;NO;SI;NO
20;M;2;22;0;0;10,31;5,13;7,89;12,12;9;22;3;34;3,667096774;Estado académico normal;NO;SI;NO
18;M;2;20;0;0;8,25;12,82;6,58;9,09;0;17;0;17;3,578235294;Estado académico normal;SI;SI;NO
17;M;2;16;0;0;4,12;12,82;7,89;7,58;3;14;0;17;3,432941176;Estado académico normal;SI;NO;NO
17;M;2;9;0;0;3,09;7,69;1,32;9,09;1;1;1;3;2;Estado académico normal;SI;NO;NO
18;F;2;7;0;0;2,06;2,56;5,26;6,06;0;34;0;34;4,162941176;Estado académico normal;NO;NO;NO
19;M;2;9;0;0;5,15;7,69;1,32;6,06;17;0;0;17;0,562352941;Advertencia académica;SI;NO;NO
19;M;2;10;0;0;5,15;5,13;6,58;3,03;2;12;3;17;3,407857143;Estado académico normal;SI;SI;NO
21;M;2;9;0;0;2,06;12,82;1,32;7,58;16;15;15;46;2,819032258;Primer reingreso;SI;SI;NO
17;F;2;10;0;0;0;7,69;10,53;4,55;0;17;0;17;4,368823529;Estado académico normal;SI;SI;NO
19;M;2;8;0;0;1,03;5,13;7,89;4,55;0;11;6;17;4,071818182;Estado académico normal;SI;SI;NO
19;M;2;15;0;0;5,15;2,56;6,58;12,12;6;11;0;17;3,101764706;Estado académico normal;SI;SI;NO
20;M;2;11;0;0;3,09;15,38;3,95;4,55;0;77;3;80;3,863766234;Estado académico normal;SI;SI;NO
20;M;2;16;0;0;10,31;7,69;1,32;9,09;0;52;0;52;4,095576923;Estado académico normal;NO;SI;NO
19;M;2;9;0;0;3,09;10,26;2,63;6,06;0;57;0;57;4,231052632;Estado académico normal;SI;NO;NO
18;M;2;18;0;0;6,19;7,69;6,58;12,12;3;53;0;56;3,75;Estado académico normal;SI;NO;NO
18;M;2;9;0;0;2,06;5,13;10,53;1,52;3;46;3;52;3,955918367;Estado académico normal;SI;NO;NO
17;M;2;13;0;0;4,12;5,13;3,95;12,12;0;17;0;17;3,860588235;Estado académico normal;SI;SI;NO
19;F;2;17;0;0;6,19;15,38;2,63;10,61;9;41;3;53;3,559;Estado académico normal;SI;NO;NO
16;F;2;15;0;0;7,22;5,13;5,26;9,09;0;17;0;17;3,787058824;Estado académico normal;NO;SI;NO
17;M;2;7;0;0;1,03;10,26;6,58;1,52;0;17;0;17;4,104117647;Estado académico normal;NO;SI;NO
17;M;2;8;0;0;3,09;2,56;6,58;4,55;0;17;0;17;4,154117647;Estado académico normal;SI;SI;NO
17;M;1;13;0;0;1,03;7,69;10,53;4,55;0;52;0;52;4,354038462;Estado académico normal;SI;NO;NO
17;F;1;7;0;0;3,09;0;3,95;4,55;0;14;3;17;3,621428571;Estado académico normal;SI;SI;NO
19;M;1;23;0;0;7,22;5,13;7,89;15,15;6;51;9;66;3,762982456;Estado académico normal;NO;NO;NO
18;M;1;7;0;0;4,12;0;3,95;3,03;9;25;0;34;3,536470588;Estado académico normal;NO;NO;NO
18;M;1;9;0;0;4,12;7,69;3,95;1,52;3;10;10;23;3,272307692;Estado académico normal;SI;SI;SI
20;M;1;11;0;0;5,15;7,69;2,63;4,55;5;6;6;17;3,029090909;Estado académico normal;NO;NO;SI
18;M;1;9;0;0;2,06;5,13;5,26;4,55;0;17;0;17;4,090588235;Estado académico normal;SI;SI;NO
19;F;1;12;0;0;4,12;2,56;5,26;7,58;3;38;9;50;3,869756098;Estado académico normal;SI;NO;NO
17;M;1;19;0;0;6,19;10,26;3,95;12,12;0;25;0;25;4,166;Estado académico normal;NO;SI;NO
19;M;1;13;0;0;5,15;2,56;7,89;4,55;0;45;6;51;3,767333333;Estado académico normal;SI;NO;NO
18;M;1;6;0;0;1,03;7,69;2,63;3,03;0;52;0;52;3,760384615;Estado académico normal;NO;NO;NO
19;M;1;12;0;0;2,06;7,69;5,26;7,58;9;20;6;35;3,109310345;Advertencia académica;NO;NO;SI
20;M;1;8;0;0;4,12;5,13;2,63;3,03;6;9;22;37;2,838;Advertencia académica;NO;NO;NO
18;M;1;14;0;0;3,09;7,69;7,89;6,06;0;21;6;27;4,108095238;Estado académico normal;NO;NO;NO
18;M;1;12;0;0;3,09;5,13;3,95;9,09;0;18;0;18;3,892222222;Estado académico normal;SI;SI;NO
18;M;1;9;0;0;2,06;5,13;6,58;3,03;6;20;0;26;3,469230769;Estado académico normal;SI;SI;NO
18;M;1;4;0;0;1,03;5,13;1,32;3,03;0;17;0;17;3,995882353;Estado académico normal;SI;SI;NO
18;M;1;14;0;0;2,06;5,13;9,21;7,58;0;52;0;52;4,1375;Estado académico normal;SI;NO;NO
19;M;1;12;0;0;3,09;5,13;3,95;9,09;0;17;0;17;3,991764706;Estado académico normal;NO;SI;NO
17;N;1;15;0;0;6,19;10,26;3,95;6,06;0;17;0;17;4,376470588;Estado académico normal;SI;SI;NO
